session_id,label,task_token_id,previous,token,following,user_id,country,days,client,session,format,time,n_tokens
j12AqI3p04,0,1,placeholder,Le,manteau,FLTLdsqy,CA,5.373,web,practice,reverse_translate,12,4
orrTYrq104,0,1,placeholder,Elle,pose,Tjw66jqv,GB,5.938,android,practice,reverse_translate,10,4
/xdGreXe10,0,5,un,journal,placeholder,EPxsAfD+,CA,13.013,ios,practice,reverse_tap,4,5
XYgUk68D03,0,3,sont,riches,et,FTje5Bhb,GB,1.56,ios,practice,reverse_translate,28,5
qVSWkJh204,0,3,est,difficile,placeholder,yWyIHnfa,AU,6.543,ios,practice,reverse_tap,6,3
kT/qOTQa01,0,4,est,rouge,placeholder,9CPStnaz,AU,12.152,web,practice,reverse_translate,8,4
Ih75LGCi02,0,1,placeholder,Ça,va,RLW17b5E,AU,5.318,ios,practice,reverse_tap,5,2
sG3oTmrV04,0,4,un,garçon,placeholder,RhXpMN+I,CA,3.823,ios,practice,reverse_tap,7,4
g3RI83MB02,0,4,un,serpent,placeholder,U6kqKzJ1,GB,12.723,web,practice,reverse_translate,5,4
Xh26faxP03,0,1,placeholder,De,rien,aGjN3Ho/,GB,19.001,android,practice,listen,14,2
5pDz2rqj03,0,1,placeholder,Bonne,nuit,MchfXRuY,AU,2.009,ios,practice,reverse_tap,9,2
Hex3goef03,0,1,placeholder,La,soupe,tBSp504J,GB,12.919,android,practice,listen,7,2
6beERqHp07,0,2,Elles,boivent,du,CmTJozfq,CA,15.485,ios,practice,reverse_tap,6,4
cFTQKWr103,0,1,placeholder,Sa,robe,JYFs1NZA,CA,7.753,ios,practice,reverse_translate,21,4
HxhaBbeR02,0,2,Une,fille,placeholder,HI7m890h,GB,11.157,ios,practice,reverse_translate,15,2
5sbMmzAB03,0,2,Elle,est,calme,qofjqk+L,CA,5.841,ios,practice,reverse_translate,10,3
KXVwKRje03,1,4,et,une,baleine,+XG8trcU,GB,17.784,ios,practice,listen,5,5
+/3UJZZW05,0,1,placeholder,Tu,es,nT3TyToQ,GB,0.585,ios,practice,reverse_tap,6,4
ErhnwApy04,0,2,Un,cheval,placeholder,q9gPdvwm,AU,7.359,ios,practice,reverse_tap,6,2
mviwlFqT04,0,2,Tu,as,dix,qtai1ZL7,AU,16.043,android,practice,reverse_tap,15,6
S3K/cTkW01,1,1,placeholder,L',placeholder,W2X7cq6l,CA,8.522,ios,practice,reverse_translate,16,4
umr0yyXM04,0,2,Je,mange,à,lgXcEcLg,GB,13.762,android,practice,reverse_translate,24,4
cZQd/41O05,1,2,Elles,mangent,des,nl3zUIfm,CA,13.288,web,practice,listen,18,4
s9Wf0s3504,0,5,sont,grandes,placeholder,nT3TyToQ,GB,10.7,ios,practice,reverse_tap,8,5
+P0O98ML02,0,2,Le,costume,placeholder,1QNKoPhc,CA,11.551,web,practice,reverse_translate,3,2
6BUKQkVi04,0,1,placeholder,Non,placeholder,u3QaXTK0,CA,7.102,ios,practice,reverse_translate,2,1
zncjlpJj03,0,1,placeholder,Le,riz,soCS33Jg,AU,7.971,web,practice,reverse_translate,8,4
4zShMUt002,1,1,placeholder,Cette,chatte,qofjqk+L,CA,7.918,ios,practice,reverse_translate,9,4
+TluOMS404,1,3,gâteau,contient,un,Pq+caqrc,GB,7.222,web,practice,reverse_translate,18,5
dBFj/euh03,0,1,placeholder,J',placeholder,FTje5Bhb,GB,3.759,ios,practice,listen,14,4
4m2B/19r04,0,1,placeholder,Je,parle,Ox1XVyeX,GB,7.183,web,practice,listen,4,2
3XBogYu002,0,2,Le,loup,est,wdprH7z6,CA,3.083,android,practice,reverse_translate,80,4
h2fuCmdQ03,0,4,et,je,mange,xq3GS7ZQ,CA,10.331,ios,practice,reverse_translate,42,5
h+poDapx06,1,3,mange,une,crêpe,YlSYUlRN,CA,4.073,web,practice,listen,11,4
lIzB6my604,0,5,lapin,Et,vous,fr6UvdHU,CA,1.093,web,practice,reverse_translate,16,6
iWVhZOsH07,0,3,accord,à,bientôt,P0lsX8gx,GB,3.073,android,practice,reverse_translate,9,4
PTVYwU0i07,0,2,Une,pomme,placeholder,nT3TyToQ,GB,10.703,ios,practice,listen,13,2
HSVehhQv02,0,2,C,est,joli,4Oxfq4c1,GB,14.885,ios,practice,reverse_translate,7,3
Z7LiUStu08,0,2,Le,raisin,placeholder,2Pq/5VBt,GB,14.968,ios,practice,listen,15,2
gzPDFRUF03,1,2,Une,carotte,placeholder,W2X7cq6l,CA,7.077,ios,practice,reverse_translate,12,2
wjxOWgrP01,1,2,Il,faut,du,b1x+XszV,CA,16.229,android,practice,reverse_translate,28,4
SFXzUXp401,0,3,l,aime,placeholder,2Pq/5VBt,GB,14.992,ios,practice,reverse_tap,14,3
0llLpjHO02,0,2,Ils,mangent,placeholder,CmTJozfq,CA,16.327,ios,practice,reverse_translate,13,2
nAbf60i904,0,1,placeholder,Bonjour,comment,qofjqk+L,CA,5.843,ios,practice,reverse_translate,13,4
OZ88WGgr08,1,1,placeholder,Les,garçons,klGS2CWu,CA,3.47,ios,practice,listen,11,4
+2dDetwB02,0,4,est,chaud,placeholder,sIO+z+Kz,CA,15.268,android,practice,reverse_translate,17,4
2t++r1nS01,0,2,C,est,nouveau,SmJ3JQha,CA,20.083,ios,practice,reverse_translate,15,3
bmXLB+2f06,0,5,une,pomme,placeholder,LKo9j8Iu,CA,15.033,ios,practice,reverse_tap,11,5
JyVT8e6C02,0,1,placeholder,Ça,va,HOGXKM4L,CA,10.132,ios,practice,listen,5,2
FyDN5ynG05,0,4,un,sandwich,placeholder,qtai1ZL7,AU,5.66,android,practice,reverse_translate,20,4
ojIbN0mQ04,0,2,Salut,à,demain,qtai1ZL7,AU,4.864,android,practice,reverse_tap,5,3
8pixbRB103,0,3,cheval,est,propre,CmTJozfq,CA,18.306,ios,practice,reverse_tap,9,4
KlD3wBxG02,0,1,placeholder,Des,pommes,0w7g6d8C,AU,9.483,android,practice,reverse_translate,10,3
RdSFkacW04,0,3,jeunes,hommes,écrivent,EcWtVgq7,GB,11.558,ios,practice,reverse_tap,15,6
X8y13mQn02,0,1,placeholder,Le,garçon,eTUevpJv,GB,14.993,web,practice,listen,28,4
xaSk3aHJ01,0,1,placeholder,Ces,enfants,vB+nZZXf,GB,4.728,ios,practice,reverse_tap,40,3
bTkOemJj02,0,1,placeholder,La,juge,vB+nZZXf,GB,17.51,ios,practice,listen,107,2
RErg1wpU08,0,1,placeholder,J',placeholder,fr6UvdHU,CA,1.073,web,practice,listen,12,4
vMbisaUF09,0,2,Un,homme,placeholder,fr6UvdHU,CA,0.058,web,practice,reverse_translate,2,2
QSgtcukZ06,0,2,Je,mange,la,Tjw66jqv,GB,0.628,android,practice,reverse_translate,18,4
9AMFKgt901,0,9,toujours,montrer,les,qtai1ZL7,AU,20.851,android,practice,reverse_translate,67,11
fFElHN5f04,0,2,Son,poivre,est,SVXpN0M+,CA,5.699,web,practice,reverse_translate,12,4
vmh8OQcC10,0,5,un,garçon,placeholder,KtxUcnNC,GB,8.003,web,practice,reverse_translate,21,5
TXW7BWY101,0,2,Le,costume,placeholder,n+PgzdX5,GB,5.796,android,practice,reverse_tap,3,2
GFnHjjMu09,0,2,La,femme,a,RLW17b5E,AU,6.996,ios,practice,reverse_tap,28,5
cKTIko9z04,0,1,placeholder,Le,tigre,Ox1XVyeX,GB,3.955,web,practice,listen,3,2
5FapVcD704,0,1,placeholder,La,confiture,fr6UvdHU,CA,1.193,web,practice,reverse_translate,13,2
GJfhHBWx03,0,1,placeholder,Je,mange,2Pq/5VBt,GB,10.289,ios,practice,reverse_translate,2,2
haoQ+b8k09,0,1,placeholder,L',placeholder,md4/6AZB,CA,19.255,ios,practice,reverse_translate,18,5
adtyqV9D03,0,2,Sa,robe,placeholder,NGcpmWF6,CA,10.382,ios,practice,listen,5,2
CtnGbfIC02,0,2,Il,mange,un,qR2Tn1bs,AU,11.204,android,practice,reverse_translate,320,4
OD9eODOw02,0,2,Le,bonbon,est,SVXpN0M+,CA,6.013,web,practice,reverse_translate,8,4
c4my66EP08,0,3,poches,des,vêtements,+wdtATqR,CA,7.88,ios,practice,listen,12,4
ZQrZXl1501,0,1,placeholder,Le,costume,e2+N+vow,CA,7.982,ios,practice,reverse_translate,3,2
mKGy/zku04,0,2,Mon,manteau,placeholder,vtQRvkDc,GB,3.979,ios,practice,reverse_translate,5,2
tHxswbyp07,0,3,fille,la,femme,nD6mYFIf,GB,0.012,ios,practice,reverse_tap,8,4
Mfbcteg601,0,1,placeholder,Un,cheval,hQWympTg,GB,11.976,ios,practice,reverse_translate,5,2
gd5RkMPJ03,0,4,est,verte,placeholder,eTBNG70M,CA,14.102,web,practice,listen,4,4
mpHN9mTh02,0,5,pantalon,rouge,placeholder,eTUevpJv,GB,11.019,web,practice,listen,30,5
SPAMY+ev03,0,3,l,aime,placeholder,ywSvsXO1,GB,12.02,ios,practice,reverse_tap,7,3
lnwEeTBe08,0,5,avec,les,hommes,md4/6AZB,CA,14.35,ios,practice,reverse_translate,17,6
jjoCrQNw01,0,1,placeholder,Quoi,placeholder,6xoa3KDG,CA,9.311,ios,practice,reverse_translate,6,1
Bwr0Bfr304,0,1,placeholder,Les,enfants,fr6UvdHU,CA,0.227,web,practice,reverse_translate,3,2
FAE2zP8P02,0,1,placeholder,Laquelle,placeholder,oNZHRDSq,GB,9.643,android,practice,reverse_tap,5,1
4ad48XyU04,0,2,Le,livre,est,tjF+kUh+,AU,15.289,ios,practice,reverse_tap,5,4
vgjFahTd09,0,3,robe,est,grande,fr6UvdHU,CA,3.12,web,practice,listen,6,4
tGnpKzUY08,0,1,placeholder,Il,aide,1lVkmvUf,AU,12.755,web,practice,listen,4,4
D9IZU0HI02,0,3,aime,boire,placeholder,o2FvUsnW,CA,4.894,ios,practice,reverse_tap,6,3
GIpWOJC604,0,4,et,une,fille,EYTWafjv,CA,4.633,ios,practice,reverse_translate,13,5
xDufQUpD03,0,1,placeholder,Lesquels,placeholder,8rkubuSo,CA,11.086,ios,practice,reverse_tap,4,1
5yE2sbHw02,0,2,placeholder,l',placeholder,8rkubuSo,CA,14.057,ios,practice,reverse_tap,6,3
MVpNuS7202,1,8,à,la,cheville,FKSjaL87,AU,12.924,android,practice,listen,39,12
Z1DU5O4l03,0,2,Le,loup,est,BgWXGb29,AU,19.059,ios,practice,reverse_translate,22,4
Yhcc6/f905,1,2,Ses,grandes,poches,JfbIMdK1,CA,11.533,android,practice,reverse_tap,5,3
zpZVpitV01,1,5,du,pain,placeholder,fr6UvdHU,CA,1.24,web,practice,reverse_translate,17,5
l/cfA5o310,0,7,et,de,l,9CPStnaz,AU,5.474,web,practice,listen,14,9
LqVoUeVs04,1,5,des,fruits,placeholder,M1Oz89SV,CA,4.457,web,practice,listen,8,5
B7eSH3sr03,0,3,comment,ça,va,AknRcHtR,GB,7,ios,practice,reverse_translate,14,4
ngsOp70307,0,3,à,demain,placeholder,SmJ3JQha,CA,4.28,ios,practice,reverse_tap,45,3
0ReISg/P01,0,3,vin,est,froid,5mFe/WDG,AU,4.177,ios,practice,reverse_tap,4,4
EWS8XfSj03,0,3,mange,très,mal,c3hoXbEY,GB,9.563,ios,practice,reverse_tap,10,4
/qENaSob01,0,2,Une,abeille,placeholder,J15ZK+H/,AU,13.716,ios,practice,reverse_tap,1,2
fF+aM4RQ02,1,5,font,dix,huit,EPxsAfD+,CA,17.89,ios,practice,reverse_translate,13,7
EZVe1uK906,0,2,Le,livre,et,Tjw66jqv,GB,0.815,android,practice,reverse_translate,15,7
UHjAAgBQ04,0,1,placeholder,J',placeholder,FTje5Bhb,GB,5.816,ios,practice,listen,17,4
+DkqH8oq07,0,3,garçon,une,fille,8rkubuSo,CA,2.678,ios,practice,reverse_tap,5,4
8jfRkSsw01,0,2,Je,mange,placeholder,kr2SbinM,GB,2.908,ios,practice,reverse_tap,2,2
iWJluMIp03,0,6,a,du,vin,qtai1ZL7,AU,10.987,android,practice,reverse_translate,24,7
GKiOG5GM02,1,1,placeholder,Ça,casse,QyOImv7f,AU,5.147,android,practice,reverse_translate,8,2
2eyEKAI+03,0,1,placeholder,Nous,mangeons,M1Oz89SV,CA,1.486,web,practice,reverse_translate,9,4
BW9sOHLD07,0,4,lit,elle,placeholder,2Pq/5VBt,GB,8.371,ios,practice,reverse_translate,21,4
GzNxJJLs05,0,4,des,chemises,roses,eTUevpJv,GB,14.139,web,practice,listen,87,5
VKoDMJ8502,0,3,l,aime,placeholder,Ox1XVyeX,GB,9.007,web,practice,reverse_translate,9,3
1pISAah801,0,2,Ni,vous,placeholder,r4vYj/1U,CA,14.995,web,practice,listen,6,2
3PItIV7k01,0,1,placeholder,Le,journal,Jp/j56+n,CA,0.02,web,practice,reverse_translate,8,2
oK2ckXLr06,1,1,placeholder,De,rien,8rkubuSo,CA,2.132,ios,practice,listen,20,2
Pf0+PJFl05,0,1,placeholder,Un,repas,1lVkmvUf,AU,4.939,web,practice,listen,11,2
vsQ0nJkc02,0,1,placeholder,Il,aime,ufYlYaO/,CA,16.781,web,practice,reverse_translate,15,3
A4LJxs6M01,0,1,placeholder,Les,hommes,ujH0P02R,AU,0.145,ios,practice,reverse_tap,3,2
P5xDEThr03,0,2,Le,loup,est,W2X7cq6l,CA,15.091,ios,practice,reverse_translate,13,4
SXm/RCo502,0,2,Oui,le,mien,M1Oz89SV,CA,7.444,web,practice,listen,7,5
4XVXSk4A02,0,3,livre,est,petit,B9nlTGVN,AU,4.767,ios,practice,reverse_tap,9,4
77R4ztCr01,0,3,aimons,ce,livre,fr6UvdHU,CA,4.106,web,practice,reverse_translate,13,4
8v7kil8708,0,2,Le,garçon,placeholder,9mTsm1vX,CA,6.007,ios,practice,reverse_tap,3,2
9OenfbOj07,0,1,placeholder,Les,éléphants,aj0jU5rP,GB,7.917,ios,practice,reverse_translate,19,5
ufxd8OpI02,1,2,Les,chemises,des,nl3zUIfm,CA,13.291,web,practice,reverse_translate,26,4
bdBBZ04Z07,0,4,un,serpent,placeholder,HI7m890h,GB,11.18,ios,practice,reverse_translate,11,4
MQ70WtDH07,0,1,placeholder,Mon,enfant,rUv0IIYN,AU,15.467,ios,practice,reverse_tap,6,4
Kqvm2BQi02,0,3,il,vous,plaît,wU6Xo9lP,GB,3.107,web,practice,reverse_translate,17,4
s7QCRRab03,0,2,Le,loup,est,x4NSypAu,CA,4.043,android,practice,reverse_translate,17,4
bvyoLvE404,0,4,un,garçon,placeholder,JvJTbkb0,CA,15.201,ios,practice,reverse_translate,22,4
mkk1tlcm01,0,1,placeholder,Désolé,placeholder,P0lsX8gx,GB,1.27,web,practice,reverse_translate,6,1
l4TtKEtB01,0,1,placeholder,Je,suis,vddLVPIm,GB,8.064,ios,practice,reverse_tap,5,3
YvxocTdl02,0,1,placeholder,Un,œuf,S4KXjac1,CA,5.977,android,practice,reverse_tap,2,2
MLZ5SjVT01,0,4,vous,plaît,placeholder,qtai1ZL7,AU,2.617,android,practice,reverse_translate,34,4
mibUa6TL03,1,7,ce,livre,placeholder,Cv7+fFiF,CA,10.526,ios,practice,listen,13,7
pW/U1Mx206,0,3,a,une,robe,/TLPIa66,CA,2.035,web,practice,listen,11,4
fL9C67Ua05,0,3,avons,du,café,SVXpN0M+,CA,2.857,web,practice,listen,9,4
zVx5qsqZ04,0,2,Il,mange,placeholder,T47exPfc,GB,2.982,ios,practice,listen,7,2
wx1dURdh09,0,2,La,tortue,mange,Ox1XVyeX,GB,2.017,web,practice,listen,17,5
Nmf/dm8e03,0,3,tortue,mange,une,FEgf4Gv8,GB,12.25,android,practice,listen,14,5
KUnJuRGZ05,1,4,lisent,un,livre,oKrr+gKt,CA,3.613,android,practice,reverse_translate,29,5
EHkQR0C602,0,4,du,poisson,placeholder,nT3TyToQ,GB,13.635,ios,practice,reverse_tap,9,4
lLHSfyt405,0,1,placeholder,Il,lit,FTje5Bhb,GB,1.519,ios,practice,reverse_tap,17,4
xSPmz2Cq10,0,2,L,ours,est,fr6UvdHU,CA,3.156,web,practice,reverse_translate,4,4
6pgk5X/z05,1,3,faut,du,pain,6HhXgHvD,GB,2.983,ios,practice,reverse_translate,16,4
Zz1p74kE08,1,3,bois,de,l,BgWXGb29,AU,9.119,ios,practice,reverse_translate,54,9
LuPzjOVN09,0,2,Elle,est,calme,M1Oz89SV,CA,4.453,web,practice,reverse_translate,3,3
k1Vl9srD02,0,5,toi,ou,chez,md4/6AZB,CA,5.94,ios,practice,listen,13,7
Xm7KWAA/03,0,3,avons,un,chat,c3hoXbEY,GB,2.985,ios,practice,reverse_tap,12,7
ssQcbIGJ07,0,2,Tu,as,un,1QNKoPhc,CA,8.535,web,practice,listen,8,5
3Dr7y69L04,1,2,D,accord,placeholder,+t+Ip+5W,GB,9.178,android,practice,reverse_tap,2,2
SDqbF0F807,0,1,placeholder,Non,placeholder,LKo9j8Iu,CA,17.984,ios,practice,reverse_tap,1,1
V9YtR0ag09,1,1,placeholder,J',placeholder,RLW17b5E,AU,9.012,ios,practice,reverse_translate,39,5
PCJk56Zi06,0,1,placeholder,J',placeholder,fr6UvdHU,CA,0.336,web,practice,reverse_translate,11,4
ujRzrhZm06,0,4,un,joli,canard,nT3TyToQ,GB,14.05,ios,practice,reverse_tap,16,5
ikbIn5ae02,0,2,Je,mange,placeholder,qg6RniIb,CA,5.997,ios,practice,listen,4,2
w7ccu3V601,0,3,garçon,ou,une,JYFs1NZA,CA,9.99,ios,practice,reverse_translate,15,5
1HPhWB7T02,0,3,Voulez,vous,danser,eTBNG70M,CA,13.054,web,practice,listen,6,6
rHEaR3du03,0,2,Ça,va,placeholder,SQ8Kw6aG,CA,3.48,ios,practice,listen,8,2
bdchBpAt02,0,1,placeholder,Elle,est,ZbggBaRV,GB,7.001,web,practice,reverse_translate,9,3
0H9+d1NF04,0,2,Il,est,si,qtai1ZL7,AU,16.183,android,practice,reverse_tap,18,4
Row5qSzr07,0,1,placeholder,Les,femmes,EcWtVgq7,GB,7.617,ios,practice,listen,13,3
bieyAO+105,0,1,placeholder,Une,fille,VSJs0MBg,CA,1.735,ios,practice,reverse_translate,6,2
YE0rDfY006,0,3,mangeons,une,salade,1lVkmvUf,AU,4.907,web,practice,reverse_translate,15,4
tp7jl4kB01,0,3,garçon,ou,une,aGjN3Ho/,GB,11.333,android,practice,reverse_translate,30,5
nYiMLW3O01,0,3,il,te,plaît,BxTBJZZp,AU,7.153,ios,practice,reverse_tap,4,4
gkXDVKEi04,0,1,placeholder,Ça,va,SmJ3JQha,CA,7.825,ios,practice,reverse_tap,12,4
NXJzSxJd09,0,1,placeholder,Les,filles,RLW17b5E,AU,7.218,ios,practice,reverse_tap,9,5
SrlW3l9U02,0,1,placeholder,La,robe,nT3TyToQ,GB,10.046,ios,practice,reverse_tap,12,4
YR4mqtSI06,0,2,Tu,manges,une,O0t/9yEI,AU,0.467,web,practice,reverse_translate,12,4
7MTEh/Cf05,1,3,aime,la,confiture,Tjw66jqv,GB,2.501,android,practice,reverse_translate,12,4
0LosSiOw06,0,2,Bonjour,ça,va,U6kqKzJ1,GB,7.91,web,practice,listen,7,4
8tGD70UN04,0,3,comment,ça,va,u3QaXTK0,CA,4.305,ios,practice,reverse_tap,9,4
F9zawEaP03,0,1,placeholder,J',placeholder,RLW17b5E,AU,10.9,ios,practice,reverse_tap,8,5
H3cC5sfg06,0,2,ma,femme,placeholder,JkJ31O/N,AU,4.723,web,practice,listen,17,5
94acaLXH01,0,2,Il,gagne,placeholder,c3hoXbEY,GB,5.39,ios,practice,listen,6,2
YLrve9dK06,1,3,sommes,seuls,placeholder,Vwt5hQ90,CA,3.038,web,practice,listen,21,3
IDofOlf204,1,4,une,carotte,placeholder,aj0jU5rP,GB,18.171,ios,practice,listen,7,4
cZQd/41O02,1,2,La,femme,mange,nl3zUIfm,CA,13.288,web,practice,listen,33,5
bom0+2bv03,0,1,placeholder,Elle,mange,KPHN1r/s,AU,10.073,ios,practice,listen,13,4
9e4HTmlc04,0,3,manteau,est,chaud,1QNKoPhc,CA,4.558,web,practice,reverse_translate,22,4
cLobOgvk01,0,2,C,est,joli,n8kObVt2,GB,18.287,ios,practice,reverse_tap,5,3
1MwCz3td01,0,2,Tu,es,grande,Aicaofcm,CA,3.92,android,practice,reverse_tap,4,3
WPd6bXi602,0,2,Un,samedi,en,lgXcEcLg,GB,16.716,android,practice,reverse_translate,21,4
xdvQYHvq02,0,4,lisent,des,livres,1QNKoPhc,CA,8.075,web,practice,listen,31,5
eiBcGRII08,0,3,faut,du,lait,fr6UvdHU,CA,4.085,web,practice,listen,3,4
/i/1ts3I08,1,1,placeholder,Des,pommes,3aBK0P1B,CA,8.015,web,practice,listen,18,3
i5cGa3GV02,0,1,placeholder,Votre,chapeau,W2X7cq6l,CA,7.09,ios,practice,reverse_translate,19,2
3OtjjhjP07,0,1,placeholder,Il,y,JkJ31O/N,AU,4.563,ios,practice,listen,13,5
VqYgUSFc02,0,2,La,femme,placeholder,+XG8trcU,GB,15.065,ios,practice,reverse_tap,4,2
fgmrK1KB02,0,2,Il,est,grand,VSJs0MBg,CA,4.951,ios,practice,reverse_translate,13,3
tBUg6dx605,0,2,Bonne,nuit,placeholder,Aicaofcm,CA,7.876,android,practice,reverse_tap,2,2
+rUFq9Lr01,0,3,enfants,mangent,placeholder,WfjtrxmT,CA,10.043,ios,practice,reverse_tap,5,3
/o+7ilYN09,1,2,Ils,écrivent,placeholder,RLW17b5E,AU,4.088,ios,practice,listen,16,2
PM0VINLE01,1,1,placeholder,Bonsoir,placeholder,NFW2JtY+,GB,2.122,ios,practice,listen,11,1
noiM28Yy02,0,1,placeholder,Votre,chapeau,KtxUcnNC,GB,15.03,web,practice,reverse_translate,10,2
iPVv17gY10,0,2,Je,mange,du,NK6KAp7o,CA,11.179,ios,practice,reverse_translate,6,4
tFkWTsH201,0,1,placeholder,Ça,va,1lVkmvUf,AU,4.899,ios,practice,listen,5,2
gec2gBPZ08,0,1,placeholder,L',placeholder,P0lsX8gx,GB,0.046,web,practice,listen,4,2
wx1dURdh05,0,1,placeholder,Merci,et,Ox1XVyeX,GB,2.017,web,practice,listen,17,4
fFElHN5f08,0,2,Un,œuf,placeholder,SVXpN0M+,CA,5.699,web,practice,reverse_translate,5,2
l4TtKEtB01,0,2,Je,suis,différent,vddLVPIm,GB,8.064,ios,practice,reverse_tap,5,3
0Tse62wD01,0,1,placeholder,Les,chiennes,BgWXGb29,AU,15.169,ios,practice,reverse_tap,6,2
iG8wrvdO06,1,4,est,blanc,placeholder,Tjw66jqv,GB,7.012,android,practice,reverse_translate,10,4
UH2f7brb02,1,1,placeholder,Comment,placeholder,aGjN3Ho/,GB,20.042,android,practice,reverse_tap,3,1
J6P/l3/n04,0,5,Il,mange,donc,eTUevpJv,GB,8.985,web,practice,listen,23,5
4TfFumxw03,0,2,Il,a,trois,Imww7CSG,GB,21.01,ios,practice,reverse_tap,5,4
i84m7lyd02,0,2,Le,manteau,est,rUv0IIYN,AU,15.453,ios,practice,reverse_tap,5,4
5vMEr2DQ05,0,5,une,pomme,placeholder,S4tzVrac,CA,13.001,ios,practice,reverse_tap,4,5
lDeVmNdM08,0,3,mangent,les,crêpes,aj0jU5rP,GB,10.908,ios,practice,reverse_translate,20,4
S1Y4XlmW02,0,5,des,livres,placeholder,FKSjaL87,AU,18.373,android,practice,reverse_translate,45,5
GIXSW8OZ06,0,2,Le,jeune,cheval,aj0jU5rP,GB,6.058,ios,practice,reverse_translate,21,5
sOUNvYV802,0,1,placeholder,Je,sais,klGS2CWu,CA,7.511,ios,practice,reverse_translate,2,2
RMnLqeKs04,0,4,un,costume,placeholder,EPxsAfD+,CA,19.002,ios,practice,listen,7,4
9L1kxzYg03,0,1,placeholder,Le,loup,aj0jU5rP,GB,1.823,ios,practice,reverse_tap,5,5
rzj6x5ET03,0,2,Il,ferme,placeholder,qtai1ZL7,AU,21.69,android,practice,reverse_tap,3,2
aMx8Yk7405,1,3,singe,suit,le,eTUevpJv,GB,11.042,web,practice,listen,41,5
3o8jneUv01,0,1,placeholder,Dix,neuf,vB+nZZXf,GB,12.449,ios,practice,reverse_translate,20,6
yJiCLo1n06,0,1,placeholder,Je,suis,cisW7kmR,GB,0.233,ios,practice,reverse_translate,4,3
od87bO0L01,0,2,Les,chiennes,placeholder,ee2ka0za,CA,9.856,ios,practice,reverse_tap,1,2
dyQl3tI505,0,2,Vous,êtes,une,4Oxfq4c1,GB,8.956,ios,practice,reverse_tap,14,4
tUOBTf1M02,0,3,aime,un,garçon,vPVmAJUZ,GB,4.843,ios,practice,reverse_translate,13,4
H/pNM5Sz02,0,4,est,jeune,placeholder,IhVl2nte,CA,7.641,android,practice,reverse_translate,8,4
Y9rpCbAq04,0,3,chapeau,est,chaud,+5fX8ua2,CA,3.38,android,practice,reverse_translate,15,4
YP3TzMd102,0,3,aime,un,garçon,hQWympTg,GB,7.516,ios,practice,reverse_translate,8,4
IWjfBy4+09,0,3,êtes,une,femme,J15ZK+H/,AU,13.712,ios,practice,reverse_translate,17,4
FCtECVsF01,1,2,Un,oignon,placeholder,+5fX8ua2,CA,0.394,android,practice,listen,6,2
uuJGeqYH03,1,7,s,aiment,placeholder,x4NSypAu,CA,8.894,android,practice,listen,21,7
HxhaBbeR07,1,2,Tu,manges,placeholder,HI7m890h,GB,11.157,ios,practice,listen,10,2
5RtCoWE604,1,5,ils,boivent,placeholder,Tv0goh52,GB,5.58,ios,practice,listen,29,5
BXshJ8Wx01,0,2,S,il,vous,eTUevpJv,GB,3.004,web,practice,reverse_translate,34,4
ABv+ONHI06,0,3,est,un,cheval,CmTJozfq,CA,13.223,ios,practice,reverse_tap,8,5
bT8e5VbX03,1,5,tortue,verte,placeholder,1lVkmvUf,AU,12.761,web,practice,reverse_translate,17,5
fdzd4HEY06,0,3,et,de,l,JQEeCBSU,CA,13.302,ios,practice,listen,59,9
CioOIceq04,1,3,s,appelle,comment,Ov04vIT6,CA,14.552,web,practice,listen,8,4
tuIMSchb06,1,2,Vous,êtes,calme,md4/6AZB,CA,9.025,ios,practice,reverse_tap,7,3
hXupszne05,0,1,placeholder,La,fille,b5kpF74e,CA,0.219,web,practice,reverse_translate,12,4
Rd+heh5C02,0,1,placeholder,Les,femmes,5WQyQ8Sb,GB,17.103,ios,practice,reverse_translate,24,2
KaqeceCb04,0,4,est,froid,placeholder,BgWXGb29,AU,14.068,ios,practice,reverse_translate,9,4
fvforY6P02,0,2,Café,et,thé,oKrr+gKt,CA,11.978,android,practice,reverse_tap,11,3
Oak7+oqT01,0,2,Si,je,mange,lgXcEcLg,GB,13.802,android,practice,reverse_translate,13,6
uXQ0Ibhb05,0,2,La,robe,est,KPHN1r/s,AU,8.021,ios,practice,reverse_translate,16,4
FIRMzYR104,0,5,la,pomme,placeholder,6t4ZmM0D,CA,10.182,android,practice,reverse_translate,15,5
/6CPJYoK03,0,5,une,pomme,placeholder,QjAuoZbH,AU,4.088,ios,practice,reverse_tap,8,5
2JHQk4X+05,0,1,placeholder,Non,placeholder,6xoa3KDG,CA,3.962,ios,practice,listen,3,1
z10M0CpZ02,0,1,placeholder,La,femme,EcWtVgq7,GB,15.334,ios,practice,listen,26,5
LrbJUd4o01,0,5,car,je,suis,fr6UvdHU,CA,3.168,web,practice,reverse_translate,21,8
ic7LkK3g05,1,2,Un,serpent,placeholder,8rkubuSo,CA,10.269,ios,practice,listen,5,2
SR1/OLDE05,0,1,placeholder,Bienvenue,placeholder,JBstbIs1,AU,10.085,ios,practice,reverse_tap,7,1
YCw5JNX802,0,5,pain,avec,du,T79+ghlW,CA,1.101,web,practice,reverse_translate,21,7
nR+40bS/07,0,1,placeholder,Un,chat,W2X7cq6l,CA,0.96,ios,practice,reverse_tap,4,2
